title,current_price,former_price,discount
Hp ProBook 11 X360- TOUCHING Intel Celeron 128GB 4GB RAM WIN10 Pro +Mouse,175000,200000,30%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD -8GB RAM-Backlit-Keypad-Touch Windows 11 PRO+PEN,540000,13327,37%
"Hp 15 VICTUS GAMING, INTEL CORE I5, 8GB RAM, 512GB SSD,4GB NVIDIA GTX 1650 WINS 11",1030000,1500000,12%
Hp ProBook 11 Inches X360- Intel Celeron 128GB SSD- 4GB RAM Windows 10 Pro + HP Mouse,175000,550000,12%
Hp VICTUS 16-r0097nr Gaming 1tb/16gb I7 13th Gen RTX 4050,1750000,200900,38%
"Hp PROBOOK 450 G7 INTEL CORE I3 UP TO 4.1GHZ 8GB RAM 256GB SSD 15.6"" FP READER WINS 11+FLASHDRIVE",490000,200900,38%
"Hp 15 Intel Pentium Qual Core (500GB HDD- 8GB RAM+32GB Flash, Mouse,Fashion Watch) Windows 10 Laptop -Silver",325000,1098000,18%
"Hp FLEXIBLE USB LIGHT FOR COMPUTERS,LAPTOP & POWER BANK ORANGE",2500,990000,52%
Hp PAVILION 14 X360- INTEL Core I7 512GB SSD/16GB RAM/Backlit Key/TOUCH Windows 11+ BAG,1750999,4000,79%
Stylus Touch Screen Pen For IPhone 5/4S/4G/3GS IPad-Purple,512,2552,47%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD-8GB RAM-Backlit -Touch + PEN Windows 10 PRO +HAND FAN,430000,544000,14%
DELL Latitude 3150 Intel Pentium 500GB HDD 8GB RAM Wins 10 Pro,210000,58450,41%
"Hp PAVILION 14 X360 12TH GEN INTEL CORE I7 BACKLIT KEYBOARD 16GB RAM 512GB SSD 14"" TOUCH WINS 11",1250000,1400000,7%
Asus VivoBook 15 X515JP Intel Core I5 8GB RAM 512 SSD 2GB NVIDIA,620000,1220000,6%
"Hp Omen 16 Gaming 13th Gen Intel Core I7 16GB RAM/1TB SSD 16.1"" Nvidia RTX 4050 6GB WINS 11",1799000,500000,4%
"Lenovo Thinkpad X13 Yoga Gen 3, 512GB 16GB RAM, Core I5",1100000,750000,33%
Hp EliteBook 830 G6 TOUCHSCREEN  Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Window 11 Pro+BAG,485000,750000,33%
Hp Stream 11 Intel Celeron 4GB RAM-64GB SSD WIN 10+USB LIGHT,130000,520000,10%
Hp NoteBook 348 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard-Win11+Pouch Mouse,400000,1925000,2%
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ BAG,122000,7943,23%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/1TBGB SSD/Backlit Keyboard/FP Reader Win 11 Pro Laptop+BAG,505000,300000,33%
Hp 15 Touchscreen 11th Gen Intel Core I3 8GB RAM/256GB SSD Win 11+ Headset,595700,675000,16%
Lenovo THINKPAD X1 EXTREME GEN 4 CORE I7/16/512/6gb Graphics,1750000,650000,22%
Acer ASPIRE 5 256GB 8GB AMD RYZEN5,555600,900000,58%
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,130000,1100000,9%
"DELL Latitude 3380,INTELCore I3,8GB RAM,256GB SSD, Win11Pro+pouch Mouse",335000,370000,5%
Hp ProBook 11 X360- TOUCH Intel Celeron 512GB 4GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD,196000,589000,13%
Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ Mouse & USB LIGHT,130000,890000,8%
"Hp Pavilion 15 12th Gen Intel Core I5 15.6"" 16GB RAM/512GB SSD Win 11",890500,600000,19%
"Hp Omen 16 Gaming 13th Gen Intel Core I7 16GB RAM/1TB SSD 16.1"" 6GB Nvidia RTX 4050 WINS 11",1800000,11976,34%
"DELL Latitude 3150 Intel Pentium 8GB RAM, 500GB HDD Windows 10 + Keyboard Flash Light",290000,2590000,13%
"Hp Stream 14 Intel Celeron,4GB RAM 64GB EMMC,Wins 10 In S Mode",235000,1095800,9%
"Lenovo ThinkPad E14 Type 20RA, 20RB Black 10th Generation",700000,958000,7%
Hp 15 Intel Pentium Silver N5030 8GB RAM/1TB HD Win 10 Pro + Mouse,450500,3522,29%
"Hp 15 VICTUS GAMING, 12TH GEN INTEL CORE I5, 16GB RAM, 512GB SSD,4GB NVIDIA RTX 3050 WINS 11",1332000,1400000,7%
Hp ProBook 11 X360- TOUCH Intel Pentium 128GB 4GB RAM WIN10 Pro,190000,692000,21%
Hp ProBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,350000,695000,19%
Hp ProBook 11 X360- TOUCHSCREEN Intel Pentium 256GB SSD  4GB RAM WIN10 Pro,195000,700000,20%
Hp Stream 11 Pro G5 Touchscreen Intel Celeron 4GB DDR4 RAM 128GB SSD,210000,450000,1%
Hp Envy 15 X360 12th Gen Intel Core I7 16GB/1TB SSD Win 11,1320000,5600000,8%
DELL Latitude 3189 X360 INTEL PENTIUM 128GB SSD 4GB WIN 10 Pro+ Usb Light,245000,900000,44%
Hp 15 Touchscreen 11th Gen Intel Core I3 16GB RAM/256GB SSD Win 11+ Bag,615700,200000,5%
Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ Mouse & USB LIGHT FOR Keyboard,190000,990000,29%
Hp 250 G8 11th Gen Intel Core I7 8GB RAM/1TB HDD Win 10 Pro,925000,6908,50%
"Hp 15 Intel Core I3-2.4Ghz Touch Screen (8GB,1TB HDD) Windows 10  Deep Gray + 32gb Flash Drive",520000,550000,12%
"DELL CHROMEBOOK, 4GB RAM, 16GB SSD + 32GBFLASH",120000,780000,40%
Lenovo Ideapad 4GBRAM/256 SSD Intel Celeron Dual Core Windows 10 +free Mouse,298500,790000,5%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512 SSD/Backlit Keyboard/FP Reader Win 11 Pro Laptop + FAN,485000,145000,3%
Hp ProBook 11 X360- 256GB SSD 4GB RAM TOUCHSCREEN Intel Pentium RAM WIN11 Pro + WIRELESS MOUSE,190000,1220500,10%
Laptop Case Cover for Samsung Galaxy Book3 Pro/Galaxy Book3 Pro 360 / Galaxy Book 3 Ul 16 inch NP960 NP965 NT960 PU Leather,87174,1493000,7%
Hp Envy 15 X360 Intel Core I7 16GB RAM/1TB SSD Win 11+ Wireless Mouse,1320500,31000,48%
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I5 16GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11,780000,550000,30%
Thin Clear TPU Keyboard Cover Skin Protector For  Macbook Pro 13,2447,30380,30%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,1220000,6%
"Hp 250 G6 Core I3 ,500GB HDD 4GB RAM 15.6-Inch Windows 10+32GB Flash Drive",365000,730000,15%
Hp One Flexible USB LED Lights For Laptop And Desktop Keyboard,1450,800000,6%
Hp ProBook X360 11 G1 Touchscreen- Intel Pentium N4200 - 4GB RAM - 128GB SSD - Win 10,175000,2952,50%
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11+ Bag",565500,950000,21%
Hp ProBook 11 X360- Intel CELERON LAPTOPS - 128GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch,220000,800000,70%
"DELL CHROMEBOOK 11, 4GB RAM, 16GB SSD + 32GBFLASH",118000,3622,50%
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,150000,659000,14%
Hp ENVYX360 15 13TH GEN CI7 512GBSSD 16GB RAM TOUCH W11 BACKLIT,1488900,695000,27%
"Lenovo YOGA 9 X360 11TH GEN INTEL CORE I7 8GB RAM 512GB SSD 14"" TOUCH/BACKLIT KEYBAORAD FP WINS 10",981000,45000,18%
"Hp ENVY 15 X360 13TH GEN INTEL CORE I7 16GB RAM 512GB SSD 15.6"" TOUCHSCREEN BACKLIT KEYBOARD WINS 11",1300000,17800,24%
"Hp 15-2.16GHZ, Intel Pentium 15.6-inch 4GB RAM, 500GB HDD Windows 10+32GB FLASH+BAG",320000,550000,36%
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse &USB Light For Keyboard,175000,600000,19%
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ Mouse,130000,5299,29%
Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ USB LIGHT FOR Keyboard,130000,282230,42%
"Hp Stream 11 2GB, 32GB SSD +32gb Flash,USB LED LIGHT",105000,550000,10%
"DELL Chromebook 3400 - 14"" - Celeron - 4 GB RAM - 32 GB EMMC + Flash",219000,898,50%
Hp NOTEBOOK 15 INTEL CELERON N4120 2.6GHZ 4GB RAM 256GB SSD BACKLIT KEYBOARD WINS 11,400000,46000,49%
"DELL Inspiron 15 Touchscreen Intel Core I5 8GB/256GB SSD 15.6"" FHD Display Wins 11",720900,990000,24%
Hp EliteBook 830 G5 Intel Core I5-16GB RAM/256GB SSD/Backlit/ TOUCHSCREEN- FP Reader Wins 11 Pro + BAG,475000,4821500,7%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,505000,990000,49%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro+MOUSE,505000,985000,3%
Hp Stream 11 Pro G5 Touchscreen Intel Celeron 128GB SSD 4GB DDR4 RAM Windows 10 Pro + Bag,190000,590000,21%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,445000,30380,30%
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,750000,465000,2%
Hp ENVY 14 11TH GEN INTEL CORE I7 1TB SSD 16GB RAM TOUCH W11,1390800,500000,30%
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Windows 10 P,129999,2590000,13%
Hp EliteBook 840 G6 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,535000,2999990,17%
Hp ELITEBOOK 840 G7 INTEL CORE I7 16GB RAM 512GB SSD BACKLIT KEYBOARD FP READER WINS 11,720000,800000,28%
"Hp ENVY 15 X360 13TH GEN INTEL CORE I7 16GB RAM 512GB SSD 15.6"" TOUCHSCREEN BACKLIT KEYBOARD WINS 11",1300000,800000,6%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,485000,3850000,6%
Hp ENVY 17 INTEL CORE I7 13TH GEN 1TB SSD 32GB 4GB NVIDIA W11,1944800,4000,79%
Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ Mouse & USB LIGHT,130000,1820000,7%
"Apple MacBook Pro With M2 Chip 13.3"" 256GB 8 Cores - Space Grey",1900999,10800,44%
Asus Vivobook X515JA Intel Core I5 4GB RAM/512GB SSD Win 11 - Silver,689990,870000,14%
"Asus Notebook Intel Celeron 4GB RAM 1TB HDD 15.6"" HD Backlit Keyboard Wins 11",345900,33000,92%
Laptop Case For Apple   MacBook Pro 14 A2442 M1 Max Chip For Mac Air 13.3 A2337 A2179 A2338 A1466 Cover 11 12 A1534 A1370,35237,550000,15%
Lenovo EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +,505000,600000,28%
Hp Stream 11 Intel Celeron 4GB RAM-32GB HDD WIN 10+ 32GB FLASH,120000,4446,44%
Hp Notebook 14S-11th Gen-Intel® Core™ I3-16GB Ddr4-ram -512GB SSD- Win 10,678000,280000,11%
"Hp FLEXIBLE USB LIGHT FOR COMPUTERS,LAPTOP & POWER BANK BLUE",4000,550000,15%
Hp ProBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,220000,148630,42%
Hp One Flexible USB LED Lights For Laptop And Desktop Keyboard,1450,392000,24%
"Hp 14 11th Gen Intel Core I3 256GB SSD 8GB RAM 14"" FHD Backlit Keyboard Wins 11+ Sleeve",495000,113560,41%
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO LAPTOP+ Mouse & USB Light For Keyboard,150000,103540,41%
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11",565000,51280,30%
"Hp 15 11TH GEN, INTEL CORE I5, 512GB 12GB RAM SSD, INTEL IRIS Xe, WINS 11 + Free Bag",830500,352000,8%
Silicone Port Plug Cap Stopper Set 12.5/13.3\'\' Black,1463,680000,23%
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,699999,400000,4%
"DELL ALIENWARE M18 R1, I9-13thGEN, 1TB/32GB, 4080",4236500,1699000,22%
Hp EliteBook 830 G6 Intel Core I5-8GB RAM/256GB SSD/Backlit/ TOUCHSCREEN FP Reader Wins 11 Pro + BAG,425000,1820000,9%
"DELL INSPIRON GAMING 15 12TH GEN INTEL CORE I7 16GB RAM 1TB SSD RTX 3050 (6GB) 15.6"" WINS 11+ Bag",2200000,400000,40%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,505000,695500,12%
"Hp 15 VICTUS GAMING, 13TH GEN INTEL CORE I5, 16GB RAM, 512GB SSD NVIDIA RTX 3050 (6GB) WINS 11",1359500,310000,52%
Asus X515EA Intel® Core™ I7-1165G7 8GB RAM 256GB SSD 15.6-Inch Windows 11 Home,690000,300000,18%
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10 +USB LIGHT FOR KEYBORD&MOUSE,125000,550000,15%
Hp Notebook 15 Intel CELERON 4GB RAM 1TB HDD WIN 10+ FLASH,320000,640000,45%
Hp 15 Touchscreen 11th Gen Intel Core I5 12GB RAM/256GB SSD Win 11+ Mouse,740600,155000,16%
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- Windows 11 Pro + BAG,440000,170000,12%
Hp EliteBook 840 G5 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro+BAG,515000,1650000,23%
Led Lighting One Flexible USB LED Lights For Laptop And Desktop Keyboard,1450,390000,24%
"Lenovo YOGA 7 X360 13TH GEN INTEL CORE I5 16GB RAM 512GB SSD 15"" TOUCH/BACKLIT KEYBAORAD FP WINS 11",1921000,30380,30%
Hp ENVY 16 13TH GEN CI9 1TBSSD 16GBRAM 8GB NVIDIA TOUCH   W11,2269800,600000,37%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,445000,11411,33%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +,505000,460000,5%
Hp Stream 11 Intel Celeron Quad Core 4GB RAM / 64GB SSD Windows 10 + USD LIGHT & POUCH,130000,116000,42%
Msi THIN GAMING 15 INTEL CORE I5-11400H 16GB RAM 512GB SSD RTX 3050 (4GB) RGB BACKLIT WINS 11+ BAG,1155000,380000,22%
Hp Stream 11- Intel Celeron - 32GB MMC 2GB RAM On Board Windows10+ 32GB Flash Mouse,107000,260000,15%
"Asus Zenbook UX325EA 13.3"" Intel Core I7 512GB SSD 8GB Windows 11 Ultra Slim - Pine Grey",880990,600000,26%
Hp ProBook 11 X360 TOUCH INTEL CORE I5 512GB SSD- 8GB RAM Windows 11+  FLASH & POUCH BAG,380000,170000,12%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD - 8GB RAM -Backlit-Keypad - Touch Windows 11 PRO + PEN,430000,400000,45%
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,620000,389500,23%
Hp 14 AMD Athlon Silver - 8GB RAM 1TB HDD Windows 10 Pro- 2.3GHz To 3.2GHz +Free Mouse,315000,402610,47%
"DELL INSPIRON 16 PLUS 7630, CORE I7 1TB SSD 16GB RAM, RTX 3050,16"" 2.5k Anti-Glare, Non-Touch, WIN 11",1900000,990000,52%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Win 11 Pro Laptop+BAG,485000,400000,40%
"Acer TRAVELMATE P2 11th Gen, INTEL CORE I7 8GB RAM, 256GB SSD, Backlit Keyboard Wins 10",740100,500000,47%
Hp ProBook 11 X360- TC Intel P 128GB SSD- 4GB RAM W10 P,184999,850000,41%
"Microsoft SURFACE LAPTOP5 1979 I7 12thgen,16gb/512/15.0’’touchscreen/Windows11",1600000,7000,89%
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/512GB SSD/Backlit Keyboard/FP Reader Win 11 Pro + BAG,475000,969000,56%
"Hp ProBook X360 11 Touchscreen Core I5-8GB DDR4, 512GB SSD Win 10 Pro",330000,880000,45%
"DELL LATITUDE 9520 2-IN-1 11TH GEN CORE I5 16GB RAM 256GB SSD 15.6"" TOUCH/BACKLIT KEYS WINS 11",750000,200000,31%
"Asus NOTEBOOK 14 INTEL CELERON N4020 4GB RAM 128GB SSD 14"" HD WINS 11",330000,1030000,9%
"Lenovo IDEAPAD 15 INTEL CORE I3 8GB RAM 256GB SSD 15.6""FHD WINDOWS 11",445700,800000,56%
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO HP +Mouse &USB Light For Keyboard,150000,250000,12%
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,495000,700000,30%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,210000,149350,42%
Hp ProBook 11 X360 TOUCH INTEL CORE I5 256GB SSD- 8GB RAM Windows 11 & POUCH BAG,350000,650000,43%
"Hp CHROMEBOOK 11 G4,INTEL CELERON,4GB RAM,32GB SSD + 32GB FLASH",100000,550000,18%
"Lenovo Ideapad 15 10th Gen, Intel Core I3 8GB RAM,1TB HDD Wins 10+ Mouse",435500,16133,26%
"Hp ENVY 13 Intel Core I5 256GB SSD 8GB RAM FingerPrint,Backlit Keyboard Wins 10",970900,355000,5%
Hp ProBook 11 X360 TOUCH INTEL CORE I5 512GB SSD- 8GB RAM W11,330000,760000,18%
Hp Pavilion 15 11th Gen Core I5 16GB/1TB SSD Nvidia Graphics Mx350 Win 11,970000,550000,8%
"DELL Latitude 3180, INTEL CELERON, 4GB RAM, 128gb SSD, WINDOWS 10 + FLASH LIGHT",290000,550000,8%
Hp Stream 11 PRO Intel Celeron 4GB RAM- 64GB SSD WIN 10+ USB LIGHT FOR KEYBOARD & MOUSE,150000,650000,25%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,595000,23%
"Asus Notebook Intel Celeron 4GB RAM 1TB HDD 15.6"" HD Backlit Keyboard Wins 11+ Mouse",330200,569000,14%
"DELL VOSTRO 15 11TH GEN INTEL CORE I7 8GB RAM 512GB SSD INTEL IRIS XE 15"" FHD WINS 10+ Headset",875000,1090000,10%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD - 8GB RAM -Backlit-Keypad - Touch Windows 11 PRO + PEN,430000,146960,42%
Asus VivoBook Pro 15 OLED K3500PH Intel® Core I5 8GB RAM 512GB SSD 15.6-inch FHD 4GB NVIDIA Win 11,1599990,950000,29%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit,485000,2590000,13%
"Hp Spectre X360 16-F1013 Core I7-12700H 512gbSSD 16gbRAM 16"" (3072x1920) TOUCH,BACKLIT,FP,PEN, WIN 11",1750000,10773,37%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,485000,7000,89%
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN10 Pro+32GB FLAS & USB LIGHT FOR KEYBOARD,385000,558000,13%
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN10 Pro & USB LIGHT FOR KEYBOARD,385000,232130,42%
Shoulder Bag for MacBook Air M1 Case  M2 13 inch Laptop Bag for iPad Air 5 Pro 12.9 11 10th Gen 8 7 Plus women / men,43921,350000,40%
Hp ENVY 14 X360 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD BACKLIT KEYBOARD FP READER WINDOWS 11,1270500,468000,6%
"Multifunctional Laptop Foldable Table,Bed Side Table",16900,1380000,9%
Asus ROG Flow Z13 Gaming GZ301ZC Intel Core I7-12700H 16GB 512GB 4GB NVIDIA Win 11,2540000,2556,26%
DELL XPS 15 9530 Intel Core I9- 2TB SSD 32GB RAM 15.6 Oled Touchscreen 8GB NVIDIA RTX 4070 WIN 11 PRO,3800000,180000,31%
13 Inch Laptop Sleeve Case Ultrabook Macbook Bag-Black,21270,540000,14%
2Pcs Capacitive Pen Touch Screen Stylus Pencil For-Silver,1195,170000,24%
"Lenovo Ideapad 15 Intel Core I3 8GB RAM,1TB HDD 10th Gen, Wins 10+ Mouse",434500,29100,50%
"Hp PROBOOK 11 X360 PENTIUM 4GB RAM 128GB SSD 11.6"" TOUCHSCREEN WINS 11",175000,490000,73%
1 Pcs 30 Degree Rotatable 2.0 Hd Webcam 720P Usb Camera Video Recording Web Camera With Microphone For Pc Black,12670,300000,23%
"DELL LATITUDE 7400, CORE I5-8365U-14"",8GB, 256SSD, TOUCHSCREEN, BACKLIT KB, WIN 11 PRO",499000,131930,42%
Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CORE I5- W11,330000,458000,24%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +,505000,990000,11%
Lenovo V15 Intel Core I3 8GB RAM 1TB HDD Win 10 PRO + 32GB Flash &Led Lamp For Keyboard,438900,150300,42%
Lenovo Ideapad  Intel Celeron 256 SSD 4GB RAM Win 10 PRO + Free Bag,305800,294000,39%
Asus Vivobook 13 Slate OLED T3300KA Intel Pentium 8GB RAM 256GB SSD Windows 11 13.3-inch Touch Screen,595990,900000,49%
"Lenovo Ideapad 15 10th Gen, Intel Core I3 8GB RAM,1TB HDD Wins 10+ Mouse",435500,193000,7%
Hp PROBOOK 440 G9 12TH GEN INTEL CORE I5 8GB RAM 512GB BACKLIT KEYBOARD WINS 11 PRO,1029000,810000,4%
"Hp PAVILION 14 11TH GEN INTEL CORE I3 8GB RAM 256GB SSD BACKLIT KEYBOARD 14""FHD WINS 11",620000,1310,50%
"DELL LATITUDE 3190, INTEL CELERON,4GB RAM,128GB SSD +LIGHT",135000,860000,50%
"Hp CHROMEBOOK11 G4,INTEL CELERON,4GB RAM,32GB SSD,WINS 10 + BAG",117000,1030000,9%
Hp ProBook 11 X360- TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,200000,900000,31%
"DELL LATITUDE 3380, INTEL CORE I3 ,8GB RAM,512GB SSD+ WINDOW 11 +mouse & Usblight",495000,1390000,6%
One Flexible USB LED Lights For Laptop And Desktop Keyboard,850,33350,30%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,1220000,6%
Hp Stream11X360 Touchsceen Intel Celeron64gb Ssd /4gb Ram+Mouse,180000,180000,31%
Lenovo THINKPAD X1 CARBON GEN 8 CORE I7-1035G7 512GB SSD 16GB RAM,993900,550000,12%
Clear TPU Keyboard Cover Skin Touch Bar Protector For   Macbook 13'',2592,580000,16%
"Portable Aluminum 7~15.4 Inch Laptop Stand Also For Tablet Notebook,Laptop",11999,30380,30%
"DELL XPS 13 9320 Plus,Intel Core I7-13TH GEN,512 SSD/16GB RAM,TOUCHSCREEN,BACKLIT,FP READER,WIN 11 HOME",2200000,500000,1%
"DELL Latitude 3150 Intel Celeron 8GB RAM, 500HDD Windows 10 + Keyboard Flash Light",290000,2982,50%
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,150000,400000,45%
Hp EliteBook 840 G5 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,545000,850000,18%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,445000,400000,13%
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro,220000,250000,24%
Lenovo THINKPAD E16 GEN 1 13TH GEN COREI5 256GB SSD 16GB RAM W11 PRO,993800,690000,21%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD Win 11,485000,395000,6%
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,620000,5580,17%
"Asus Notebook 10th Gen, Intel Core I3 8GB RAM 512GB SSD, 2.1GHz Up To 4.1GHz 15.6"" Wins 11+ Led Lamp",470900,1958000,3%
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- Windows 11 Pro + BAG,510000,580000,20%
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11+ Flash Drive",565500,2000000,50%
"DELL LATITUDE 3190 2IN1 ,X360 TOUCHSCREEN INTEL PENTIUM,8GB RAM,512GB SSD WIN 11 +LIGHT",260000,800000,6%
Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,120000,1490000,12%
"Lenovo THINKPAD T14 GEN 2 CORE I7-1165G7 512GB SSD 16GB RAM 14"" 4K DISPLAY BACKLIT FINGERPRINT  WINS 10",1350000,2300000,7%
"Hp Notebook 14 Intel Celeron 8GB RAM, 1TB HDD, Windows 10 Home",320000,800000,37%
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ BAG,150000,3980,50%
"Asus NOTEBOOK 14 INTEL CELERON N4020 4GB RAM 128GB SSD 14"" HD WINS 11",320000,4000,79%
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I7 16GB RAM 512GB SSD INTEL IRIS XE WINS 11,965000,1690000,22%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD-8GB RAM-Backlit -Touch + PEN Windows 10 PRO +HAND FAN,430000,650300,38%
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11",564400,620000,9%
"Hp 255 G8 AMD ATHLON 3150U 1TB HDD 4GB 15.6"" HD WINS 10 + Free 32gb Flash Drive",472800,936000,46%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,53400,30%
